white_rating,black_rating,turns
0.6196158692564319,0.9052827893436478,0.9765154417518472
0.4288716677890964,1.0615574810985442,0.7044829513584677
0.10634056348978374,-0.5324443748013984,0.7649346158903297
-1.308634603758814,-1.473565296258663,-0.3534211779491194
0.8311685290656585,1.5824731202815319,-0.65567950060843
-0.7329339229664923,-0.702610150267841,-1.169518649129258
0.5398501122791826,-0.19211282386851308,-0.17206618435353307
-0.49363665203474416,-0.435206788820574,-0.9277119910018096
2.9501632035482395,-2.133391772557114,-0.8370344942040164
0.5086374247663458,0.31491173160292835,-0.9579378232677407
-0.3410412908608758,-0.6435730444937691,-0.8974861587358786
1.8299745294764334,0.8775006219205551,-0.8068086619380853
0.17223401490577236,0.3982582338722064,-0.141840352087602
-0.30636052695772387,0.47465919428571124,-0.5045503392787747
-0.19191400607732262,0.030144515516228366,-0.8068086619380853
-1.1352307842430542,-1.6437310717251055,-0.9277119910018096
1.5802730293737395,0.15169149799225884,-0.26274368115132624
0.7895516123818762,-0.3206053482003167,-1.078841152331465
-0.7051893118439707,-0.10876632159923504,0.37199879643322603
-1.2254007703912493,-1.095033265119025,-0.020937023023877774
-0.5040408812056897,-0.6262091898543362,-0.4743245070128437
0.0508513412447407,0.3531122118096808,1.7321612484001236
0.9664235082879509,0.794154119651277,1.7623870806660549
-0.3410412908608758,1.506072159868027,-0.5952278360765679
-0.27861591583520234,0.40520377572797955,-0.8068086619380853
0.9664235082879509,0.28712956417983565,-0.7463569974062232
0.3699143691537382,-0.9318130315083557,-0.2929695134172573
-0.17110554773543146,0.2906023351077222,-0.65567950060843
1.3062949945388396,1.09628519037741,0.0697404737739154
0.9802958138492117,0.2732384804682893,0.09996630603984646
-0.4104028186671796,-0.6921918374841813,-0.141840352087602
-0.7017212354536556,0.158637039848032,0.9160637772199851
-0.47976434647348337,-0.5741176259360374,1.5205804225386064
-1.346783444052281,-1.532602402032735,0.6138054545606745
0.3387016816409015,0.4260404012952991,-0.8974861587358786
0.6196158692564319,0.7455353266608649,0.7649346158903297
0.7791473832109307,-0.13307571809444113,-0.8068086619380853
-0.9063377424822517,-0.7512289432582533,-1.048615320065534
0.9525512027266901,0.752480868516638,-0.5650020038106368
-1.2288688467815645,-1.0255778465612935,-0.7161311651402922
0.46355243169224836,0.4885502779972576,-1.622906133118224
0.4288716677890964,0.0683449957229808,1.0369671062837094
-1.6068891733259203,0.40520377572797955,-0.3534211779491194
0.2901486121764888,0.52675075820401,-0.11161451982167096
0.03697903568347994,-0.1400212599502143,2.6691620486439867
1.042721188874885,0.6864982208867929,-0.6859053328743611
-0.42774320061875554,0.044035599227774704,0.2510954673695018
-0.11214824910007323,-0.19558559479639964,0.855612112688123
-0.19885015885795299,1.9679506932769428,1.0369671062837094
0.3421697580312167,-0.0914024669598021,0.2510954673695018
-0.528317415937896,-2.0014264772974237,0.7044829513584677
0.19651054963797868,0.08570885036241373,-0.8672603264699474
-0.21272246441921375,-0.060147528608822845,2.034419571059434
-0.4624239645219074,-1.6437310717251055,-0.9277119910018096
-0.9167419716531974,0.610097260473288,-0.05116285528980884
